,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
1365,HDSigDB_Mouse_2021,Expression In Cortex Of 5 Mon R6/2 HD Mice GSE26317,4/629,0.7032879024747642,0.9320254604795014,0,0,0.8369632653061224,0.2946018099829443,TNFAIP8;CBS;CCDC58;CRIP2
1366,HDSigDB_Mouse_2021,Genes Up-Regulated In Expression In Striatum Of P62 KO; R6/2 HD Mice Vs P62 KO Mice GSE62210,2/323,0.7035222553702255,0.9320254604795014,0,0,0.8165757176608334,0.2871535608939702,BEX1;VIM
1367,HDSigDB_Mouse_2021,Genes Down-Regulated In Expression In Forebrain Of 11 Wk SCA1 Spinocerebellar Ataxia 1 Mice GSE2867,2/324,0.7051361699700265,0.9331625387262644,0,0,0.8139980824544583,0.2843819076625827,CSNK2A1;MYH7
1368,HDSigDB_Mouse_2021,Striatum Protein Module pM9 (Magenta) PMID26900923,1/161,0.7062670858176995,0.9331625387262644,0,0,0.820375,0.2852950903715018,MAN2B1
1369,HDSigDB_Mouse_2021,Expression In 22 Mon CHL2 HD Mice GSE10202,29/4141,0.7066415053104383,0.9331625387262644,0,0,0.9097184569751866,0.3158831830498245,BEX1;AHNAK;CPOX;SLC41A1;CRIP2;WDR89;CDH5;CCND3;CCDC85B;CBS;GRB10;RPL13;CNNM3;UBQLN4;TMPO;TLE4;RRM1;ANXA2;PEG3;RPL22;ZWINT;SERBP1;RPS20;MAN2B1;PPIG;VIM;RAPGEF5;PRRT4;MYH7
1370,HDSigDB_Mouse_2021,Genes Up-Regulated During Hematopoietic Differentiation PMID19128795,7/1073,0.7066710813820211,0.9331625387262644,0,0,0.856531425891182,0.297379105296892,ARG1;CBS;CRABP1;HBA-X;PMP22;SLC2A1;CPOX
1371,HDSigDB_Mouse_2021,Differentially Expressed Genes In Hippocampus Of 6 Mon HD Q175 Mice Vs Q20 GSE73503,34/4824,0.7075615842009765,0.9331625387262644,0,0,0.91359491818782,0.3160404459217855,SPARC;CPOX;CRIP2;ACTB;CCND3;UBB;MDK;FTH1;G3BP1;RPL13;MEST;TMPO;TLE4;EIF5A;CSNK2A1;RPS5;WDR18;VEGFB;AIG1;SENP3;RPS26;DRAP1;FAM189B;SERBP1;PMP22;RPS20;FLYWCH1;PPIG;CYTB;RPL29;PFN1;RPS21;SNRPA;MYH7
1372,HDSigDB_Mouse_2021,Genes Changed In HDACi 4B Vs Vehicle Treated Healthy Donor Blood Cells GSE30933,7/1074,0.7075880561939837,0.9331625387262644,0,0,0.8556831198583776,0.2959749692261018,SPARC;ARMC10;CRIP2;FLYWCH1;PDIA6;RPS21;ACTB
1373,HDSigDB_Mouse_2021,Genes Up-Regulated In Genes Changed In HDACi 4B Vs Vehicle Treated Friedreich Ataxia Carrier Blood Cells GSE30933,5/782,0.7081372124870644,0.9331625387262644,0,0,0.8406057721126214,0.2901076794362568,SPARC;KRT18;SLC2A3;CRIP2;FLYWCH1
1374,HDSigDB_Mouse_2021,Genes Down-Regulated In Mouse Microglia During Accelerated Aging PMID26001565,1/162,0.7085027557971362,0.9331625387262644,0,0,0.8152380952380952,0.2809321320789568,CALM2
1375,HDSigDB_Mouse_2021,Changes In DNA Methylation In Caudate Nucleus Of HD Vs Control GSE72778,4/634,0.7091572844522941,0.9333458155109772,0,0,0.830104740308822,0.2852886848132144,UBB;KDR;IGF2;CNNM3
1376,HDSigDB_Mouse_2021,Cortex Coexpressed Gene Module 2 PMID17101986,2/328,0.7115193687771167,0.9335536317403174,0,0,0.8038456787581834,0.2735909984092775,CALM2;ETV5
1377,HDSigDB_Mouse_2021,Genes Up-Regulated In R6/1 Good Vs WT GSE135057,15/2216,0.7115338670335449,0.9335536317403174,0,0,0.8843573776625598,0.3009753477291646,RRM1;BEX1;ARL6IP1;CDC25A;ZWINT;EEF1A1;UBB;ARMC10;NEDD4;VPS41;GRB10;ANO10;VIM;MEST;CNNM3
1378,HDSigDB_Mouse_2021,HD Grade 2 Markers In Human Frontal Lobe BA4 (HG-U133B) GSE3790,1/164,0.7129235093166064,0.9335536317403174,0,0,0.8051533742331288,0.2724487201773384,ACTB
1379,HDSigDB_Mouse_2021,Liver RNA M42 Module (Lightcyan1) PMID26900923,1/164,0.7129235093166064,0.9335536317403174,0,0,0.8051533742331288,0.2724487201773384,RPL22
1380,HDSigDB_Mouse_2021,Microglia (Type 2) Activation Gene Module From Cerebral Cortex PMID18849986,1/164,0.7129235093166064,0.9335536317403174,0,0,0.8051533742331288,0.2724487201773384,TNFAIP8
1381,HDSigDB_Mouse_2021,Genes Up-Regulated In HD Neurons Treated With ZFP-33074 Vs Control GSE127821,33/4700,0.7134664796758996,0.9335536317403174,0,0,0.9097522089826514,0.3071503800441739,COX7B;TNFAIP8;SPARC;BEX1;AHNAK;CRABP2;RPLP1;SLC2A1;CPOX;SLC41A1;FURIN;UBB;CCDC85B;KDR;ANO10;MEST;CNNM3;ACTR2;ANXA2;COG4;VEGFB;AIG1;COX6C;ETV5;EEF1A1;FAM189B;KRT18;ACTC1;SERBP1;VPS41;ESAM;FKBP9;PPIG
1382,HDSigDB_Mouse_2021,Genes Down-Regulated In Friedreich Ataxia iPSCs Expression Vs IPS-F-5-hFib2-Ips5 Cell Line GSE22651,18/2638,0.7135138086359138,0.9335536317403174,0,0,0.889978763703151,0.3004154367113441,COX7B;TNFAIP8;RPLP1;HSPE1;ZWINT;RPS26;FRMD5;PDF;ZNHIT3;EEF1D;MDK;FTH1;G3BP1;RPL13;RPS20;PPIG;PFN1;TMPO
1383,HDSigDB_Mouse_2021,Genes Changed Upon DOC Treatment In HdhQ111 Striatal Cells GSE98739,4/638,0.7137924442054839,0.9335536317403174,0,0,0.8246958089229383,0.2780569569739327,DKC1;TSR1;MEST;ETV5
1384,HDSigDB_Mouse_2021,Top Microglia-Specific Genes In Humans And Mice PMID29892006,7/1081,0.7139545996467916,0.9335536317403174,0,0,0.8497892096006621,0.2863244960502433,ACTR2;TRAPPC6A;ABI3;DOCK8;MAN2B1;PFN1;ACTB
1385,HDSigDB_Mouse_2021,Striatum RNA M38 Module (Plum1) PMID26900923,2/330,0.7146677319088591,0.9338118776962075,0,0,0.7988623342609265,0.2683678592865452,MCMBP;PPIG
1386,HDSigDB_Mouse_2021,Genes Down-Regulated In Expression In Cerebellum Of 12 Mon Ataxin-2 KO Spinocerebellar Ataxia 2 Mice GSE55177,15/2222,0.7154767849106337,0.9338532242640132,0,0,0.8816532956635305,0.2951829248185354,RPS9;RPL41;RRM1;CSNK2A1;CCDC58;CPOX;SLC2A3;ZWINT;ETV5;FRMD5;SERBP1;G3BP1;RPS20;RAPGEF5;CNNM3
1387,HDSigDB_Mouse_2021,Genes Up-Regulated In Expression In 12 Wk R6/2 HD Mice (Set2) GSE9804,19/2781,0.7158846936771212,0.9338532242640132,0,0,0.8904751717025432,0.2976290085018141,YWHAE;PEG3;CCDC58;RPL22;CPOX;CDC25A;ZWINT;ARMC10;VPS41;NDUFAB1;GRB10;MCMBP;TSR1;RPS20;FLYWCH1;PPIG;VIM;CNNM3;TMPO
1388,HDSigDB_Mouse_2021,Genes Down-Regulated In HD Fibroblasts Treated With ZFP-C Vs Control GSE127820,7/1084,0.7166550428102063,0.9338532242640132,0,0,0.8472867017435263,0.2822826018412996,RPS26;ACTR2;NCL;WDR18;BTF3L4;MCMBP;FURIN
1389,HDSigDB_Mouse_2021,Genes Down-Regulated In Pizotifen Treated STHdhQ111 Vs Control GSE129143,6/938,0.7168455216935979,0.9338532242640132,0,0,0.8398845641556903,0.27959329850385,FAM189B;COG4;NEDD4;IGF2BP1;FURIN;TMPO
1390,HDSigDB_Mouse_2021,Genes Down-Regulated In HD Vs Control iPSCs After 80 D Of Differentiation GSE109534,1/166,0.7172776559642419,0.9338532242640132,0,0,0.7953131313131313,0.2642764030060336,KDR
1391,HDSigDB_Mouse_2021,Genes Changed In Cerebellum Of ATXN1[82Q]V591A;S602D Vs WT Mice GSE108255,20/2928,0.7206345398770465,0.936217756125008,0,0,0.8894127282463749,0.2913921994191928,TLE4;COX7B;BEX1;ANXA2;BTF3L4;FURIN;CRIP2;COX6C;RASIP1;CDH5;CCND3;MDK;NCL;NDUFS4;FLYWCH1;CALM2;PRRT4;UBQLN4;SNRPA;TRIM67
1392,HDSigDB_Mouse_2021,Up-regulated Genes In Cerebellum Of ATXN1[82Q]V591A;S602D Vs WT Mice GSE108255,20/2928,0.7206345398770465,0.936217756125008,0,0,0.8894127282463749,0.2913921994191928,TLE4;COX7B;BEX1;ANXA2;BTF3L4;FURIN;CRIP2;COX6C;RASIP1;CDH5;CCND3;MDK;NCL;NDUFS4;FLYWCH1;CALM2;PRRT4;UBQLN4;SNRPA;TRIM67
1393,HDSigDB_Mouse_2021,Influence Of Hsp90 Inhibitor On Expression In R6/2 HD Mice GSE29681,4/644,0.7206447001867815,0.936217756125008,0,0,0.8167091836734693,0.2675613203551449,CCND3;BTF3L4;RPL13;HSPE1
1394,HDSigDB_Mouse_2021,Genes Changed In Nortriptyline Treated STHdhQ111 Vs Control GSE129143,2/335,0.7224136603281004,0.9374701442570308,0,0,0.7866658604913639,0.2557902002305679,SPECC1L;SLC41A1
1395,HDSigDB_Mouse_2021,CAG Length-Dependent Genes In iSPNs Of HD Mice Up PMID32681824,9/1381,0.7229822636310951,0.9374701442570308,0,0,0.8535550034903298,0.2768681390168077,SPARC;PEG3;PMP22;GRB10;SLC2A1;CPOX;VIM;CYTB;DLK1
1396,HDSigDB_Mouse_2021,Differentially Expressed Genes In Striatum Of 10 Mon HD Q140 Mice Vs Q20 GSE78274,27/3899,0.7231616739520002,0.9374701442570308,0,0,0.8984666588909624,0.2912132294551704,YWHAE;SPARC;AHNAK;SLC2A1;CPOX;SLC41A1;SLC2A3;CDH5;TUBB5;MDK;CBS;FTH1;GRB10;CNNM3;UBQLN4;TRIM67;SENP3;ZWINT;ETV5;EEF1A1;ARMC10;SLC25A19;PMP22;ESAM;RPS20;MAN2B1;MYH7
1397,HDSigDB_Mouse_2021,Genes Up-Regulated In R6/2 Mice Treated With AAV9-Eif2a-Nme1-EF2a-GFP Vs Control GSE141856,1/169,0.7236861648766254,0.9374790018537686,0,0,0.7809920634920635,0.2525708453185942,TLE4
1398,HDSigDB_Mouse_2021,Up-regulated Genes In Striatum Of 10 Mon HD Q140 Mice Vs Q20 GSE78274,12/1814,0.725932691784081,0.939347688747776,0,0,0.8646028792947884,0.2769305553049648,EEF1A1;YWHAE;TUBB5;ARMC10;SLC25A19;GRB10;CPOX;RPS20;SLC2A3;MAN2B1;CNNM3;ZWINT
1399,HDSigDB_Mouse_2021,Friedreich Ataxia iPSCs Expression Vs Mel1 P52 Cell Line GSE22651,26/3768,0.7265148585488727,0.939347688747776,0,0,0.8953115980758952,0.2860487822774697,TNFAIP8;AHNAK;CRABP2;ARL6IP1;BTF3L4;CRIP2;TUBB5;ZNHIT3;RPL13;UBQLN4;KRT8;ZWINT;DLK1;RPS26;DRAP1;H19;FAM189B;TMEM54;SLC25A19;TSPAN18;NEDD4;PMP22;MAN2B1;VIM;DCTPP1;EZH2
1400,HDSigDB_Mouse_2021,Down-regulated Genes In Pons Of ATXN3 KO Mice GSE117605,8/1241,0.7266847663918465,0.939347688747776,0,0,0.8446508884465089,0.2696653579034869,RPL4;BEX1;NCL;TSPAN18;CYTB;COX6C;WDR89;MEST
1401,HDSigDB_Mouse_2021,Genes Up-Regulated In dSPNs Of zQ175DN Vs WT PMID32681824,1/171,0.7278781237645406,0.9402191741352234,0,0,0.7717254901960784,0.2451167291086812,FRMD5
1402,HDSigDB_Mouse_2021,Genes Changed In The Liver Of zQ175 Neo- Mice Vs WT GSE123657,1/172,0.7299503505585153,0.940854859660792,0,0,0.7671734892787524,0.2414899197261887,RASIP1
1403,HDSigDB_Mouse_2021,Genes Up-Regulated In Secretory Ependymal Cells Of R6/2 Vs WT PMID32681824,2/340,0.729982858405155,0.940854859660792,0,0,0.7748302291410191,0.243865593032907,AIG1;ACTB
1404,HDSigDB_Mouse_2021,Genes Down-Regulated In Expression In Quadriceps Muscle Of 16 Wk Mbnl1 KO Myotonic Dystrophy Mice GSE39911,5/804,0.7307963940335642,0.940854859660792,0,0,0.816517221869803,0.2560764485545624,CCND3;FRMD5;TNFAIP8;DKC1;FLYWCH1
1405,HDSigDB_Mouse_2021,Genes Up-Regulated In Expression In Cerebellum Of 24 Mon Ataxin-2 KO Spinocerebellar Ataxia 2 Mice GSE55177,2/341,0.7314756943114137,0.940854859660792,0,0,0.7725049989111282,0.2415555817539363,SPECC1L;ZWINT
1406,HDSigDB_Mouse_2021,Genes Changed In Medulla Of 28 Week Old Atxn 1 154Q/2Q KI Mice Treated With ASO Vs Vehicle GSE114674,7/1101,0.7316378106132874,0.940854859660792,0,0,0.8333650721105017,0.2604013188356283,SPARC;CBS;DOCK8;PMP22;CPOX;SLC41A1;RAPGEF5
1407,HDSigDB_Mouse_2021,Differentially Expressed Genes In HD Vs Control Brain Endothelial Cells GSE97100,1/173,0.7320069007521015,0.940854859660792,0,0,0.7626744186046511,0.2379279826377431,BEX1
1408,HDSigDB_Mouse_2021,"Markers Of Substantia Nigra, Pars Compacta In Mesencephalon PMID22996553",1/173,0.7320069007521015,0.940854859660792,0,0,0.7626744186046511,0.2379279826377431,DLK1
1409,HDSigDB_Mouse_2021,Genes Up-Regulated In HD Vs Normal NPCs GSE118088,15/2251,0.7340794944846747,0.9428496202210964,0,0,0.8687881458486794,0.2685753891020111,SPARC;AHNAK;DOCK8;VEGFB;SLC2A3;CRIP2;H19;MYL7;PDF;CBS;HAND2;PMP22;ESAM;HOXD4;MYH7
1410,HDSigDB_Mouse_2021,HD Markers In Human Fibroblasts GSE45516,15/2254,0.7359604031477319,0.9434033993778208,0,0,0.8674762893098285,0.2659499801380465,ACTR2;AHNAK;WDR18;SLC2A3;ETV5;TRAPPC6A;KRT18;EEF1D;CCDC85B;CBS;VPS41;GRB10;FLYWCH1;VIM;DCTPP1
1411,HDSigDB_Mouse_2021,Htt Down-Regulated Genes In Mouse MEFs GSE11139,1/175,0.7360734419220656,0.9434033993778208,0,0,0.7538314176245211,0.2309930786100335,TUBB5
1412,HDSigDB_Mouse_2021,Markers Of Arcuate Nucleus Of Medulla In Myelencephalon PMID22996553,1/175,0.7360734419220656,0.9434033993778208,0,0,0.7538314176245211,0.2309930786100335,KRT18
1413,HDSigDB_Mouse_2021,Differentially Expressed Genes In R6/1 HD Mice PMID30811995,12/1832,0.7383606617568802,0.9453861304342436,0,0,0.8551980393707013,0.2594011255930035,TRAPPC6A;BEX1;KRT18;CRABP2;GRB10;SLC41A1;PRRT4;DCTPP1;CNNM3;CDC25A;DLK1;EZH2
1414,HDSigDB_Mouse_2021,Young Astrocyte-Enriched Genes In Mouse Cortex PMID23954174,2/346,0.7388359009515522,0.9453861304342436,0,0,0.7610816294677696,0.2303637600604565,ARL6IP1;POLR2G
1415,HDSigDB_Mouse_2021,CPSF6 Binding Sites In MEFs From Mbnl1/2 KO Myotonic Dystrophy Mice Vs WT Mice GSE60487,3/506,0.7391865050772439,0.9453861304342436,0,0,0.7796195798183869,0.2356049467663408,H19;SPARC;TMPO
1416,HDSigDB_Mouse_2021,HD Down-Regulated Genes In Human Prefrontal Cortex PMID29375298,7/1112,0.7410417383682683,0.9470900410620564,0,0,0.8245852187028657,0.2471268114951684,PDF;PEG3;VPS41;TSR1;CALM2;ETV5;TRIM67
1417,HDSigDB_Mouse_2021,Up-regulated Genes In Brown Adipose Tissue Of HD Q175 Mice PMID26900923,1/178,0.7420585963528263,0.947720816639611,0,0,0.7409416195856874,0.2210429410093588,SLC25A19
1418,HDSigDB_Mouse_2021,Genes Down-Regulated In HD Neurons Treated With ZFP-C Vs Control GSE127821,6/967,0.7437130579572001,0.9491644453562292,0,0,0.8132907531666009,0.2408153865874964,ANXA2;MDK;IGF2BP1;RPL13;CRIP2;PPIG
1419,HDSigDB_Mouse_2021,Down-regulated Genes In The Heart Of Dox Treated FRDAkd Mice At 20 Wk GSE98790,1/180,0.7459735950605404,0.9507094867379584,0,0,0.7325884543761638,0.2146960901544681,ANO10
1420,HDSigDB_Mouse_2021,Genes Down-Regulated In Genes Changed In Vehicle Treated Vs Untreated Friedreich Ataxia Patient Blood Cells GSE30933,1/180,0.7459735950605404,0.9507094867379584,0,0,0.7325884543761638,0.2146960901544681,PPIG
1421,HDSigDB_Mouse_2021,Genes Down-Regulated In Striatal Cholinergic Interneurons Of HdhQ170 Vs HdhQ20 PMID32681824,6/973,0.7490404903107606,0.953946784776925,0,0,0.8079877331241307,0.2334779434511616,AHNAK;PEG3;FTH1;SPECC1L;ETV5;EZH2
1422,HDSigDB_Mouse_2021,Markers Of Red Nucleus In Mesencephalon PMID22996553,1/182,0.7498295595024662,0.95415349194046,0,0,0.7244198895027625,0.208567261161574,PMP22
1423,HDSigDB_Mouse_2021,Glutamatergic Neuron Gene Module 1 PMID19638972,2/354,0.7502565281740557,0.95415349194046,0,0,0.7434792556436852,0.2136313987337432,FTH1;CRIP2
1424,HDSigDB_Mouse_2021,Expression In Cerebrum Of 27 Wk R6/1 HD Mice GSE3621,3/517,0.752313099777181,0.9560975604887542,0,0,0.7625013145441161,0.2170099218910812,CRABP2;RPS20;MYH7
1425,HDSigDB_Mouse_2021,Liver RNA M34 Module (Darkmagenta) PMID26900923,1/184,0.7536273741924375,0.9563733827134762,0,0,0.7164298724954463,0.2026473705231828,DOCK8
1426,HDSigDB_Mouse_2021,Striatum RNA M46 Module (Brown4) PMID26900923,1/184,0.7536273741924375,0.9563733827134762,0,0,0.7164298724954463,0.2026473705231828,NEDD4
1427,HDSigDB_Mouse_2021,Differentially Expressed Genes In White Adipose Intestinal Tissue Of HD Q175 Mice PMID26900923,2/357,0.7544281487262676,0.9563733827134762,0,0,0.7370829000850742,0.2077064495048819,KRT18;RASIP1
1428,HDSigDB_Mouse_2021,Genes Down-Regulated In HD Grade 2 Markers In Human Caudate Nucleus (HG-U133B) GSE3790,3/519,0.7546424980107993,0.9563733827134762,0,0,0.7594673161533627,0.2137985209328713,COX7B;BEX1;ACTB
1429,HDSigDB_Mouse_2021,Down-regulated Soluble Proteins In Hippocampus Of 12 Wk R6/2 Mice PXD004973,1/185,0.7555047480651798,0.9567965725496786,0,0,0.7125,0.1997630639939366,EEF1D
1430,HDSigDB_Mouse_2021,Genes Down-Regulated In HD Grade 4 Markers In Human Caudate Nucleus (HG-U133B) GSE3790,1/186,0.75736791015501,0.9584858737181854,0,0,0.7086126126126127,0.1969277908506029,TLE4
1431,HDSigDB_Mouse_2021,Definite Neuron-Enriched Genes PMID18171944,2/360,0.7585400146481078,0.9592988593070692,0,0,0.7307937460162723,0.2019619598578015,GRB10;SLC2A3
1432,HDSigDB_Mouse_2021,Genes With A Decrease Of EZH2 Binding In Their Promoter Regions In Corpus Callosum Of BN Vs WT Mice PMID31015293,3/523,0.7592489286017734,0.9595253382399244,0,0,0.7534693347193347,0.2075247331869995,TSPAN18;IGF2;HOXD4
1433,HDSigDB_Mouse_2021,Striatum RNA M2 Module (Blue) PMID26900923,12/1866,0.7608363406992698,0.9597439893993476,0,0,0.8379315964703965,0.2290377108479377,AHNAK;CRABP2;DKC1;MDK;CCNF;SLC41A1;ESAM;CRIP2;CALM2;SENP3;UBQLN4;MYH7
1434,HDSigDB_Mouse_2021,Genes Up-Regulated In Human Granule Cells Vs Basket Cells GSE101912,3/526,0.7626581676957171,0.9597439893993476,0,0,0.749031057826469,0.2029464888411725,TNFAIP8;KRT18;NEDD4
1435,HDSigDB_Mouse_2021,Genes Up-Regulated In Expression In Cortex Of 5 Mon R6/2 HD Mice GSE26317,1/189,0.7628731904027806,0.9597439893993476,0,0,0.6971985815602837,0.1887061805288159,CCDC58
1436,HDSigDB_Mouse_2021,Striatum RNA M20 Module (Royalblue) PMID26900923,5/838,0.7632977588164168,0.9597439893993476,0,0,0.7817921689223635,0.2111675970676702,CCDC58;MAN2B1;AIG1;CNNM3;ZWINT
1437,HDSigDB_Mouse_2021,Expression In Ctip2 Null Vs WT Mouse Striatum GSE9330,10/1582,0.7644168774942668,0.9597439893993476,0,0,0.8245808745240286,0.2215170449524683,CNN2;TNFAIP8;ARL6IP1;PEG3;EEF1D;SERBP1;CRABP1;HSPE1;MEST;DLK1
1438,HDSigDB_Mouse_2021,Genes Down-Regulated In Genes Changed In HDACi 4B Treated Vs Untreated Healthy Donor Blood Cells GSE30933,3/528,0.7649094027371811,0.9597439893993476,0,0,0.7461003861003861,0.1999533217146737,CCDC58;PDIA6;RPS21
1439,HDSigDB_Mouse_2021,Expression In Cerebellum Of 10 Wk N171-82Q HD Mice GSE44306,16/2445,0.7654100109091463,0.9597439893993476,0,0,0.8499763658265099,0.227235764299647,BEX1;RPS5;RPLP1;RPL22;SLC2A3;RPL8;COPZ1;ZWINT;UBB;TMEM54;PRDX1;TSPAN18;RPS20;RAPGEF5;EZH2;TRIM67
1440,HDSigDB_Mouse_2021,Probable Neuron-Enriched Genes PMID18171944,13/2017,0.7654240679349857,0.9597439893993476,0,0,0.8388476669848708,0.2242451719972832,BEX1;PEG3;CRABP1;SLC2A3;ZWINT;TUBB5;ARMC10;SERBP1;GRB10;RPS20;CALM2;TRIM67;MYH7
1441,HDSigDB_Mouse_2021,Genes Up-Regulated Upon DOC Treatment In HdhQ111 Striatal Cells Vs HdhQ7 GSE98739,26/3847,0.7657269907242235,0.9597439893993476,0,0,0.8725003925673908,0.2328961648616966,TNFAIP8;CRABP2;RPLP1;OSGEP;PDF;CBS;FTH1;GRB10;IGF2BP1;RPL13;MEST;TRIM67;COG4;RPL22;IGF2;VEGFB;RPL34-PS1;DLK1;EEF1A1;H19;FAM189B;VPS41;PMP22;RPS20;MAN2B1;FKBP9
1442,HDSigDB_Mouse_2021,Genes Up-Regulated In Expression In Quadriceps Muscle Of HSALR 20B Myotonic Dystrophy Mice GSE38962,4/687,0.7662547935258905,0.9597439893993476,0,0,0.7635780520114341,0.2032954297890874,TLE4;PEG3;AIG1;UBQLN4
1443,HDSigDB_Mouse_2021,R6/1 Vs WT Striatum Down-Regulated Genes PMID28743452,1/191,0.7664742564792298,0.9597439893993476,0,0,0.6897894736842105,0.1834523849072641,SLC41A1
1444,HDSigDB_Mouse_2021,Salmon Module Eigengene Expression Profile Across Striatal Astrocytes Of R6/2 And Q175 Mice PMID31619545,2/366,0.7665867164195188,0.9597439893993476,0,0,0.7185264400029501,0.1909896837220936,RRM1;TMPO
1445,HDSigDB_Mouse_2021,Expression In HSALR 20B Myotonic Dystrophy Mice Treated With ASO 190401 Vs Untreated HSALR 20B Mice GSE38962,5/842,0.766921949251522,0.9597439893993476,0,0,0.7778923421875256,0.2064294805532776,FAM189B;SPARC;WDR18;SERBP1;EZH2
1446,HDSigDB_Mouse_2021,Genes Down-Regulated In Friedreich Ataxia iPSCs Expression Vs Mel1 P51 Cell Line GSE22651,17/2590,0.7672241133137302,0.9597439893993476,0,0,0.8518194105260716,0.2257119774955747,COX7B;RPLP1;HSPE1;AIG1;RASIP1;OSGEP;ZWINT;RPS26;TRAPPC6A;PDF;ZNHIT3;MDK;SLC25A19;PRDX1;RPL13;RPS20;POLR2G
1447,HDSigDB_Mouse_2021,Differentially Expressed Proteins In The Liver Of 6 Mon HD Q175 Mice Vs Q20 PXD005641,4/689,0.7682287427899104,0.9597439893993476,0,0,0.7612691792045285,0.2007221301074454,ACTC1;NEDD4;SERBP1;TSR1
1448,HDSigDB_Mouse_2021,Genes Up-Regulated In Expression In Striatum Of 7 Mon BACHD-deltaN17 HD Mice GSE64386,5/844,0.7687184261094203,0.9597439893993476,0,0,0.7759563733733897,0.2041002180327628,ANXA2;RPL22;ANO10;MAN2B1;VIM
1449,HDSigDB_Mouse_2021,Genes Changed In Brain Vs Spinal Cord Derived OPCs PMID30078729,6/997,0.7695591647578719,0.9597439893993476,0,0,0.7874177946344688,0.2062542024269349,H19;ARG1;DOCK8;CPOX;HOXD4;DLK1
1450,HDSigDB_Mouse_2021,Genes Changed In R6/1 Poor Vs R6/1 Good GSE135057,1/193,0.7700209920470746,0.9597439893993476,0,0,0.6825347222222222,0.178371919407002,SLC2A1
1451,HDSigDB_Mouse_2021,Genes Down-Regulated In Expression In Striatum Of R6/2 HD Mice GSE62210,1/193,0.7700209920470746,0.9597439893993476,0,0,0.6825347222222222,0.178371919407002,CRIP2
1452,HDSigDB_Mouse_2021,HD Markers In Mouse BV2 Cells GSE54443,1/193,0.7700209920470746,0.9597439893993476,0,0,0.6825347222222222,0.178371919407002,ARMC10
1453,HDSigDB_Mouse_2021,Genes Up-Regulated In HD Neurons Treated With ZFP-C Vs Control GSE127821,7/1149,0.7709917313018695,0.9602930023299076,0,0,0.7962942693130959,0.2070983264388673,EEF1A1;RRM1;UBB;SERBP1;NDUFS4;PDIA6;OSGEP
1454,HDSigDB_Mouse_2021,HD Markers In Differentiated Human GABAergic Neurons GSE77558,2/373,0.7756812960159176,0.96546998425074,0,0,0.7047160766294615,0.179007428258292,RPS26;NEDD4
1455,HDSigDB_Mouse_2021,Expression In Striatum From 10 Wk HdhQ111 HD Mice GSE19780,3/540,0.7780579149433275,0.9673738074193196,0,0,0.7289747848407067,0.1829393690745406,DKC1;SERBP1;ZWINT
1456,HDSigDB_Mouse_2021,Genes Up-Regulated In Foxp2/Olfm3-expressing Neurons Of zQ175DN Vs WT PMID32681824,1/198,0.7786554495756117,0.9673738074193196,0,0,0.6650423011844332,0.1663846916863297,FRMD5
1457,HDSigDB_Mouse_2021,Genes Up-Regulated By 3.2 Mg/Kg PDE10A Inhibitor In Cortex Of HdhQ175 Mice GSE89505,1/199,0.7803432990325966,0.9673738074193196,0,0,0.6616498316498316,0.1641032706850059,MYL7
1458,HDSigDB_Mouse_2021,Genes Up-Regulated In CPSF6 Binding Sites In MEFs From Mbnl1/2 KO Myotonic Dystrophy Mice Vs WT Mice GSE60487,1/199,0.7803432990325966,0.9673738074193196,0,0,0.6616498316498316,0.1641032706850059,TMPO
1459,HDSigDB_Mouse_2021,Genes Down-Regulated In HD NPCs After ATF7IP Knock Down GSE118088,18/2758,0.7812804636258144,0.9673738074193196,0,0,0.8450743647439767,0.2085821718236608,SPARC;BEX1;AHNAK;ANXA2;DOCK8;SLC2A3;CRIP2;CDH5;H19;MYL7;CBS;HAND2;ESAM;HOXD4;VIM;MEST;TRIM67;MYH7
1460,HDSigDB_Mouse_2021,Genes Down-Regulated In R6/1 HD Mice PMID30811995,7/1163,0.7816503265243377,0.9673738074193196,0,0,0.7860618512110726,0.1936446008094255,TRAPPC6A;KRT18;CRABP2;SLC41A1;PRRT4;DCTPP1;EZH2
1461,HDSigDB_Mouse_2021,Htt Dependent Genes In Mouse MEFs GSE11139,2/378,0.7819879034681212,0.9673738074193196,0,0,0.6951663572754534,0.1709525349677399,CNN2;TUBB5
1462,HDSigDB_Mouse_2021,Mouse Microglial Cell Markers (Blue Genes) PMID30811995,2/378,0.7819879034681212,0.9673738074193196,0,0,0.6951663572754534,0.1709525349677399,ABI3;DOCK8
1463,HDSigDB_Mouse_2021,Liver RNA M27 Module (White) PMID26900923,1/200,0.7820183622649828,0.9673738074193196,0,0,0.6582914572864321,0.1618587665313369,AIG1
1464,HDSigDB_Mouse_2021,Genes Up-Regulated In dSPNs Of HD Patients Vs Control PMID32681824,2/379,0.783230551617553,0.9681767759245316,0,0,0.6932868103893329,0.1693895044769671,CCND3;CYTB
